global_index,page,column,visual_note_id,visual_region,is_repeated,repeated_group_id,repeated_occurrences,text_preview,text,label
1265,18,,,,no,,1,"RISE 2""CW ABOVE GRADE. ALL ABOVE GRADE PIPE TO BE TYPE K COPPER.","RISE 2""CW ABOVE GRADE. ALL ABOVE
GRADE PIPE TO BE TYPE K COPPER.",
1266,18,,,,no,,1,"INSTALL BALL VALVE AT 24""A.F.F.","INSTALL BALL VALVE AT 24""A.F.F.",
1267,18,,,,yes,RN116,2,8/7/2025 13:52,8/7/2025 13:52,
1268,18,,,,no,,23,1,1,
1269,18,,,,no,,21,2,2,
1270,18,,,,no,,23,1,1,
1271,18,,,,no,,21,2,2,
1272,18,,,,yes,RN7,18,SHEET NAME,SHEET NAME,
1273,18,,,,no,,1,"WASH SHED PLUMBING PLANS SEE CIVIL PLAN FOR TRUE NORTH 1/8"" = 1'-0"" 1 WASH SHED - PLUMBING DOMESTIC WATER & GAS PLAN ...","WASH SHED
PLUMBING PLANS
SEE CIVIL PLAN
FOR TRUE NORTH
1/8"" = 1'-0""
1
WASH SHED - PLUMBING DOMESTIC WATER & GAS PLAN
SEE CIVIL PLAN
FOR TRUE NORTH
1/8"" = 1'-0""
2
WASH SHED - PLUMBING WASTE-VENT PLAN",
1274,18,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
1275,18,,,,no,,1,SHEET WP1.0,"SHEET
WP1.0",
1276,19,,,,no,,5,FA2.0,FA2.0,
1277,19,,,,no,,5,FA2.0,FA2.0,
1278,19,,,,yes,RN12,16,OK CA#: 32  EXP.:,OK CA#: 32  EXP.:,
1279,19,,,,yes,RN77,2,-06-30 W W W .CONNECTCEC.COM,"-06-30
W W W .CONNECTCEC.COM",
1280,19,,,,no,,23,1,1,
1281,19,,,,no,,21,2,2,
1282,19,,,,no,,23,1,1,
1283,19,,,,no,,21,2,2,
1284,19,,,,no,,4,# # # #,# # # #,
1285,19,,,,yes,RN26,4,CEC CORPORATION,CEC CORPORATION,
1286,19,,,,no,,13,3,3,
1287,19,,,,no,,13,3,3,
1288,19,,,,no,,4,2026,2026,
1289,19,,,,yes,RN124,2,"BLACK VINYL ADDRESS SIGN, COORD. W/ OWNER","BLACK VINYL ADDRESS
SIGN, COORD. W/ OWNER",
1290,19,,,,no,,15,4,4,
1291,19,,,,no,,15,4,4,
1292,19,,,,no,,5,FA2.0,FA2.0,
1293,19,,,,no,,5,FA2.0,FA2.0,
1294,19,,,,no,,1,CANOPY ABOVE,CANOPY ABOVE,
1295,19,,,,no,,1,"CONC. SLAB, RE: CIVIL","CONC. SLAB, RE: CIVIL",
1296,19,,,,no,,1,CL CL,"CL
CL",
1297,19,,,,no,,3,"10'-10""","10'-10""",
1298,19,,,,no,,1,"15'-0 1/2"" 7'-4 1/2""","15'-0 1/2""
7'-4 1/2""",
1299,19,,,,no,,1,"19 1/2"" 19 1/2"" 19 1/2"" 19 1/2""","19 1/2""
19 1/2""
19 1/2""
19 1/2""",
1300,19,,,,yes,RN50,3,"BOLLARDS, RE: CIVIL","BOLLARDS, RE: CIVIL",
1301,19,,,,no,,2,"22'-5""","22'-5""",
1302,19,,,,no,,2,FA2.0 2,"FA2.0
2",
1303,19,,,,no,,2,FA2.0 2,"FA2.0
2",
1304,19,,,,no,,5,"1'-6""","1'-6""",
1305,19,,,,no,,8,A A,"A
A",
1306,19,,,,no,,8,A A,"A
A",
1307,19,,,,yes,RN143,2,"GUTTER, SHEET METAL 076200.A06","GUTTER, SHEET METAL
076200.A06",
1308,19,,,,no,,1,FIRE EXTINGUISHER,"FIRE
EXTINGUISHER",
1309,19,,,,no,,1,"GUTTER OUTLETS FOR 4"" DOWNSPOUT.","GUTTER OUTLETS FOR 4"" DOWNSPOUT.",
1310,19,,,,no,,1,REFERENCE SMACNA FIG. 1-24C & 1-33B(DETAIL 1),REFERENCE SMACNA FIG. 1-24C & 1-33B(DETAIL 1),
1311,19,,,,no,,1,ON BRACKET,ON BRACKET,
1312,19,,,,yes,RN83,2,1 3D AXONOMETRIC VIEW,1 3D AXONOMETRIC VIEW,
1313,19,,,,no,,1,"7'-9"" 10'-10"" 7'-9""","7'-9""
10'-10""
7'-9""",
1314,19,,,,no,,1,"FUEL TANK, RE: CIVIL","FUEL TANK, RE: CIVIL",
1315,19,,,,no,,1,1 2,"1
2",
1316,19,,,,no,,6,A,A,
1317,19,,,,no,,2,"26'-4""","26'-4""",
1318,19,,,,no,,1,4 FA2.0,"4
FA2.0",
1319,19,,,,no,,23,1,1,
1320,19,,,,no,,21,2,2,
1321,19,,,,no,,23,1,1,
1322,19,,,,no,,21,2,2,
1323,19,,,,no,,2,"26'-4""","26'-4""",
1324,19,,,,no,,2,"22'-5""","22'-5""",
1325,19,,,,yes,RN14,12,"1/8"" = 1'-0""","1/8"" = 1'-0""",
1326,19,,,,no,,1,5 ROOF PLAN,5 ROOF PLAN,
1327,19,,,,yes,RN14,12,"1/8"" = 1'-0""","1/8"" = 1'-0""",
1328,19,,,,no,,1,6 FUEL CANOPY PLAN,6 FUEL CANOPY PLAN,
1329,19,,,,yes,RN72,3,"STEEL FRAMING, RE: STRUCT.","STEEL FRAMING, RE: STRUCT.",
1330,19,,,,no,,1,REFER TO CIVIL SITE PLAN FOR TRUE NORTH NORTH ARROW ON PLAN IS PROJECT NORTH,"REFER TO CIVIL SITE PLAN FOR TRUE NORTH
NORTH ARROW ON PLAN IS PROJECT NORTH",
1331,19,,,,yes,RN72,3,"STEEL FRAMING, RE: STRUCT.","STEEL FRAMING, RE: STRUCT.",
1332,19,,,,yes,RN121,2,B.O. CANOPY,B.O. CANOPY,
1333,19,,,,yes,RN121,2,B.O. CANOPY,B.O. CANOPY,
1334,19,,,,no,,2,"114'-9""","114'-9""",
1335,19,,,,no,,2,"114'-9""","114'-9""",
1336,19,,,,no,,2,CL,CL,
1337,19,,,,yes,RN54,3,"DOWNSPOUT, PEMB 133419.A01","DOWNSPOUT, PEMB
133419.A01",
1338,19,,,,yes,RN38,3,8/8/2025,8/8/2025,
1339,19,,,,yes,RN54,3,"DOWNSPOUT, PEMB 133419.A01","DOWNSPOUT, PEMB
133419.A01",
1340,19,,,,no,,1,"4"" 4""","4""
4""",
1341,19,,,,no,,1,"STEEL ROOF DECKING & ATTACHMENTS, RE: STRUCT.","STEEL ROOF DECKING &
ATTACHMENTS, RE: STRUCT.",
1342,19,,,,yes,RN140,2,"FUEL TANK AND DISPENSER, RE: CIVIL","FUEL TANK AND DISPENSER, RE: CIVIL",
1343,19,,,,no,,18,NO.,NO.,
1344,19,,,,yes,RN6,18,DESCRIPTION DATE,"DESCRIPTION
DATE",
1345,19,,,,yes,RN140,2,"FUEL TANK AND DISPENSER, RE: CIVIL","FUEL TANK AND DISPENSER, RE: CIVIL",
1346,19,,,,yes,RN50,3,"BOLLARDS, RE: CIVIL","BOLLARDS, RE: CIVIL",
1347,19,,,,no,,1,"BOLLARDS, RE: CIVIL FINISHED GRADE","BOLLARDS, RE: CIVIL
FINISHED GRADE",
1348,19,,,,no,,1,FINISHED GRADE,FINISHED GRADE,
1349,19,,,,no,,2,"100'-0""","100'-0""",
1350,19,,,,no,,2,"100'-0""","100'-0""",
1351,19,,,,no,,1,"STEEL FRAMING,","STEEL FRAMING,",
1352,19,,,,yes,RN8,18,SUBMITTAL: REVISION HISTORY,"SUBMITTAL:
REVISION HISTORY",
1353,19,,,,yes,RN162,2,RE: STRUCT.,RE: STRUCT.,
1354,19,,,,yes,RN14,12,"1/8"" = 1'-0""","1/8"" = 1'-0""",
1355,19,,,,yes,RN105,2,3 ELEVATION,3 ELEVATION,
1356,19,,,,yes,RN14,12,"1/8"" = 1'-0""","1/8"" = 1'-0""",
1357,19,,,,no,,1,2 ELEVATION,2 ELEVATION,
1358,19,,,,yes,RN143,2,"GUTTER, SHEET METAL 076200.A06","GUTTER, SHEET METAL
076200.A06",
1359,19,,,,no,,6,A,A,
1360,19,,,,no,,1,CL GUTTER,CL GUTTER,
1361,19,,,,no,,1,"GUTTER OUTLETS FOR 4"" DOWNSPOUT, REFERENCE SMACNA FIG. 1-24C & 1-33B (DETAIL 1)","GUTTER OUTLETS FOR 4"" DOWNSPOUT,
REFERENCE SMACNA FIG. 1-24C & 1-33B (DETAIL 1)",
1362,19,,,,no,,1,"7'-4 1/2"" 1'-0"" 14'-0 1/2""","7'-4 1/2""
1'-0""
14'-0 1/2""",
1363,19,,,,yes,RN72,3,"STEEL FRAMING, RE: STRUCT.","STEEL FRAMING,
RE: STRUCT.",
1364,19,,,,yes,RN91,2,"1/4"" / 1'-0""","1/4"" / 1'-0""",
1365,19,,,,yes,RN91,2,"1/4"" / 1'-0""","1/4"" / 1'-0""",
1366,19,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
1367,19,,,,no,,1,"B.O. CANOPY 114'-9""","B.O. CANOPY
114'-9""",
1368,19,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
1369,19,,,,yes,RN11,16,240622 08/08/2025,"240622
08/08/2025",
1370,19,,,,no,,1,FA2.0 7,"FA2.0
7",
1371,19,,,,no,,1,"3"" = 1'-0""","3"" = 1'-0""",
1372,19,,,,no,,1,7 GUTTER DETAIL CODE ANALYSIS,"7 GUTTER DETAIL
CODE ANALYSIS",
1373,19,,,,yes,RN25,4,#NAME?,#NAME?,
1374,19,,,,yes,RN175,2,"STEEL STRUCTURE, RE: STRUCTURAL","STEEL STRUCTURE, RE:
STRUCTURAL",
1375,19,,,,yes,RN53,3,DATE: PROJECT NO: DESIGNED BY: DRAW N BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAW N BY:
APPROVED BY:",
1376,19,,,,yes,RN73,3,STRUCTURE DESCRIPTION:,STRUCTURE DESCRIPTION:,
1377,19,,,,no,,1,"STEEL CANOPY ON TWO STEEL COLUMNS OVER A CONCRETE SLAB, FUEL TANK, AND FUEL DISPENSER.","STEEL CANOPY ON TWO STEEL COLUMNS OVER A
CONCRETE SLAB, FUEL TANK, AND FUEL DISPENSER.",
1378,19,,,,yes,RN54,3,"DOWNSPOUT, PEMB 133419.A01","DOWNSPOUT, PEMB
133419.A01",
1379,19,,,,no,,19,SCALE:,SCALE:,
1380,19,,,,yes,RN48,3,APPLICABLE CODES:,APPLICABLE CODES:,
1381,19,,,,yes,RN66,3,INTERNATIONAL BUILDING CODE 2018 INTERNATIONAL FIRE CODE 2018 INTERNATIONAL FUEL GAS CODE 2018 INTERNATIONAL MECHANIC...,"INTERNATIONAL BUILDING CODE 2018
INTERNATIONAL FIRE CODE 2018
INTERNATIONAL FUEL GAS CODE 2018
INTERNATIONAL MECHANICAL CODE 2018
INTERNATIONAL PLUMBING CODE 2018
NATIONAL ELECTRICAL CODE 2017
AMERICAN WITH DISABILITIES ACT 2010",
1382,19,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
1383,19,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
1384,19,,,,yes,RN52,3,CONSTRUCTION TYPE:,CONSTRUCTION TYPE:,
1385,19,,,,no,,1,"15'-9 5/8""","15'-9 5/8""",
1386,19,,,,yes,RN9,17,DISTRICT 2 - BRYAN COUNTY,DISTRICT 2 - BRYAN COUNTY,
1387,19,,,,no,,1,"FUEL TANK & DISPENSER, RE: CIVIL","FUEL TANK &
DISPENSER, RE: CIVIL",
1388,19,,,,yes,RN65,3,II-B ( SECTION 602.2) NOT SPRINKLERED,"II-B ( SECTION 602.2)
NOT SPRINKLERED",
1389,19,,,,no,,1,"14'-2 3/8""","14'-2 3/8""",
1390,19,,,,yes,RN10,17,"DURANT, OKLAHOMA","DURANT, OKLAHOMA",
1391,19,,,,yes,RN68,3,OCCUPANCY TYPE:,OCCUPANCY TYPE:,
1392,19,,,,yes,RN74,3,U (SECTION 312),U (SECTION 312),
1393,19,,,,no,,1,"NOTE:  ALL EXPOSED STRUCTURAL STEEL TO BE PAINTED PT6, RE: MATERIAL SCHEDULE ON A8.0","NOTE:  ALL EXPOSED STRUCTURAL STEEL TO BE
PAINTED PT6, RE: MATERIAL SCHEDULE ON A8.0",
1394,19,,,,yes,RN47,3,ALLOWABLE BUILDING SIZE:,ALLOWABLE BUILDING SIZE:,
1395,19,,,,no,,1,"HEIGHT (U): 55 FT CLR. HEIGHT: 13'-6"" MIN. (SECTION 406.7.2) STORIES (U): 2 AREA (U): 8,500 SF","HEIGHT (U):
55 FT
CLR. HEIGHT:
13'-6"" MIN. (SECTION 406.7.2)
STORIES (U):
2
AREA (U):
8,500 SF",
1396,19,,,,yes,RN46,3,ACTUAL BUILDING SIZE:,ACTUAL BUILDING SIZE:,
1397,19,,,,no,,1,"HEIGHT: 15'-10"" CLR. HEIGHT: 14'-2"" STORIES: 1 AREA: 588 SF OF ROOF OVERHANG","HEIGHT:
15'-10""
CLR. HEIGHT:
14'-2""
STORIES:
1
AREA:
588 SF OF ROOF OVERHANG",
1398,19,,,,yes,RN50,3,"BOLLARDS, RE: CIVIL","BOLLARDS, RE: CIVIL",
1399,19,,,,no,,1,TERMINATE DOWNSPOUT AT GRADE WITH 45 DEGREE ELBOW AWAY FROM FUEL TANK,"TERMINATE DOWNSPOUT AT
GRADE WITH 45 DEGREE ELBOW
AWAY FROM FUEL TANK",
1400,19,,,,no,,1,8/1/2025 16:11,8/1/2025 16:11,
1401,19,,,,yes,RN56,3,FIRE RESISTANCE RATING REQUIREMENTS (SECTION 601):,FIRE RESISTANCE RATING REQUIREMENTS (SECTION 601):,
1402,19,,,,yes,RN69,3,PRIMARY STRUCTURAL FRAME: 0 HR EXTERIOR BEARING WALLS: 0 HR INTERIOR BEARING WALLS: 0 HR EXTERIOR NONBEARING WALLS & ...,"PRIMARY STRUCTURAL FRAME: 0 HR
EXTERIOR BEARING WALLS: 0 HR
INTERIOR BEARING WALLS: 0 HR
EXTERIOR NONBEARING WALLS & PARTITIONS: 0 HR
INTERIOR NONBEARING WALLS & PARTITIONS: 0 HR
FLOOR CONST. & SECONDARY MEMBERS: 0HR
ROOF CONST. & SECONDARY MEMBERS: 0HR",
1403,19,,,,yes,RN7,18,SHEET NAME,SHEET NAME,
1404,19,,,,no,,1,"FINISHED GRADE 100'-0""","FINISHED GRADE
100'-0""",
1405,19,,,,no,,1,FUEL CANOPY,FUEL CANOPY,
1406,19,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
1407,19,,,,yes,RN89,2,"1/2"" = 1'-0""","1/2"" = 1'-0""",
1408,19,,,,no,,1,4 SECTION,4 SECTION,
1409,19,,,,no,,5,SHEET,SHEET,
1410,19,,,,yes,RN155,2,NO FIRE ALARM PROVIDED.,NO FIRE ALARM PROVIDED.,
1411,19,,,,no,,5,FA2.0,FA2.0,
1412,20,,,,yes,RN12,16,OK CA#: 32  EXP.:,OK CA#: 32  EXP.:,
1413,20,,,,yes,RN20,7,-06-30 WWW.CONNECTCEC.COM CEC CORPORATION 2026,"-06-30
WWW.CONNECTCEC.COM
CEC CORPORATION
2026",
1414,20,,,,no,,6,A,A,
1415,20,,,,no,,1,DESIGN CRITERIA APPLICABLE BUILDING CODES,"DESIGN CRITERIA
APPLICABLE BUILDING CODES",
1416,20,,,,no,,1,"7'-2"" 14'-11""","7'-2""
14'-11""",
1417,20,,,,no,,1,IBC 2018 INTERNATIONAL BUILDING CODE ASCE 7-16 MINIMUM DESIGN LOADS FOR BUILDINGS AND OTHER STRUCTURES AISC 303-16 CO...,"IBC 2018
INTERNATIONAL BUILDING CODE
ASCE 7-16
MINIMUM DESIGN LOADS FOR BUILDINGS AND OTHER STRUCTURES
AISC 303-16
CODE OF STANDARD PRACTICE FOR STEEL BUILDINGS AND BRIDGES
AISC 360-16
SPECIFICATION FOR STRUCTURAL STEEL BUILDINGS
ACI 318-14
BUILDING CODE REQUIREMENTS FOR STRUCTURAL CONCRETE",
1418,20,,,,no,,1,"5'-0"" 5'-0"" 4'-11"" 3'-6"" 3'-8""","5'-0""
5'-0""
4'-11""
3'-6""
3'-8""",
1419,20,,,,no,,1,AS REQ'D,AS REQ'D,
1420,20,,,,no,,1,3 FS2.0 ________,"3
FS2.0
________",
1421,20,,,,no,,1,DEAD LOAD SELF WEIGHT OF STRUCTURE ACTUAL WEIGHT OF MATERIALS ROOF COLLATERAL DEAD LOAD,"DEAD LOAD
SELF WEIGHT OF STRUCTURE
ACTUAL WEIGHT OF MATERIALS
ROOF COLLATERAL DEAD LOAD",
1422,20,,,,no,,1,5 PSF LIVE LOAD,"5 PSF
LIVE LOAD",
1423,20,,,,no,,1,HSS14X4X1/4 DOG LEG,"HSS14X4X1/4
DOG LEG",
1424,20,,,,no,,1,"TYPICAL ROOF 20 PSF (NON-REDUCIBLE) SNOW LOAD GROUND SNOW LOAD, Pg","TYPICAL ROOF
20 PSF (NON-REDUCIBLE)
SNOW LOAD
GROUND SNOW LOAD, Pg",
1425,20,,,,no,,1,"5 PSF FLAT ROOF SNOW LOADING, Pf`","5 PSF
FLAT ROOF SNOW LOADING, Pf`",
1426,20,,,,yes,RN43,3,"3.8 PSF IMPORTANCE FACTOR, Is","3.8 PSF
IMPORTANCE FACTOR, Is",
1427,20,,,,no,,1,"1.00 THERMAL FACTOR, Ct","1.00
THERMAL FACTOR, Ct",
1428,20,,,,yes,RN40,3,"1.2 SNOW EXPOSURE FACTOR, Ce","1.2
SNOW EXPOSURE FACTOR, Ce",
1429,20,,,,no,,3,0.9,0.9,
1430,20,,,,no,,1,"7'-7"" 10'-10"" 7'-7""","7'-7""
10'-10""
7'-7""",
1431,20,,,,no,,1,FUEL TANK AND EQUIPMENT (BELOW) BY OTHERS,"FUEL TANK AND
EQUIPMENT (BELOW)
BY OTHERS",
1432,20,,,,no,,1,"8'-8"" 8'-8"" 8'-8""","8'-8""
8'-8""
8'-8""",
1433,20,,,,no,,1,"WIND LOAD RISK CATEGORY ll BASIC WIND SPEED, V 106 MPH EXPOSURE CATEGORY C WIND DIRECTIONALITY FACTOR, Kd","WIND LOAD
RISK CATEGORY
ll
BASIC WIND SPEED, V
106 MPH
EXPOSURE CATEGORY
C
WIND DIRECTIONALITY FACTOR, Kd",
1434,20,,,,yes,RN37,3,"0.85 TOPOGRAPHIC FACTOR, Kzt","0.85
TOPOGRAPHIC FACTOR, Kzt",
1435,20,,,,yes,RN86,2,"1.0 INTERNAL PRESSURE COEFFICIENT, GCpi","1.0
INTERNAL PRESSURE COEFFICIENT, GCpi",
1436,20,,,,no,,1,0.00 (OPEN BUILDING),0.00 (OPEN BUILDING),
1437,20,,,,yes,RN147,2,HSS10X10X3/8,HSS10X10X3/8,
1438,20,,,,no,,1,"1/4"" / 12"" 3/8"" / 12""","1/4"" / 12""
3/8"" / 12""",
1439,20,,,,no,,1,1 1,"1
1",
1440,20,,,,yes,RN15,10,8/8/2025,8/8/2025,
1441,20,,,,yes,RN151,2,HSS8X4X1/2 HSS8X4X1/2,"HSS8X4X1/2
HSS8X4X1/2",
1442,20,,,,no,,1,"SEISMIC LOAD LATITUDE AND LONGITUDE 33.989464°N, -96.340808°W Ss","SEISMIC LOAD
LATITUDE AND LONGITUDE
33.989464°N, -96.340808°W
Ss",
1443,20,,,,yes,RN35,3,0.198 g S1,"0.198 g
S1",
1444,20,,,,yes,RN33,3,0.072 g Sds,"0.072 g
Sds",
1445,20,,,,yes,RN36,3,0.211 g Sd1,"0.211 g
Sd1",
1446,20,,,,yes,RN34,3,"0.115 g IMPORTANCE FACTOR, Ie","0.115 g
IMPORTANCE FACTOR, Ie",
1447,20,,,,no,,1,1.00 SITE CLASSIFICATION D (ASSUMED) SEISMIC DESIGN CATEGORY B ANALYSIS PROCEDURE EQUIVALENT LATERAL FORCE BASIC SEIS...,"1.00
SITE CLASSIFICATION
D (ASSUMED)
SEISMIC DESIGN CATEGORY
B
ANALYSIS PROCEDURE
EQUIVALENT LATERAL FORCE
BASIC SEISMIC FORCE RESISTING SYSTEM
STEEL SYSTEMS NOT
SPECIFICALLY DETAILED FOR
SEISMIC RESISTANCE, EXCULDING
CANTILEVER COLUMN SYSTEMS
RESPONSE MODIFICATION COEFFICIENT, R",
1448,20,,,,no,,1,"3.00 SYSTEM OVER STRENGTH FACTOR, Ωo","3.00
SYSTEM OVER STRENGTH FACTOR, Ωo",
1449,20,,,,no,,1,"3.00 DEFLECTION AMPLIFICATION, Cd","3.00
DEFLECTION AMPLIFICATION, Cd",
1450,20,,,,no,,1,"3.00 SEISMIC RESPONSE COEFFICIENT, Cs","3.00
SEISMIC RESPONSE COEFFICIENT, Cs",
1451,20,,,,yes,RN79,2,0.070 DESIGN BASE SHEAR,"0.070
DESIGN BASE SHEAR",
1452,20,,,,no,,1,2.0 KIPS,2.0 KIPS,
1453,20,,,,no,,7,7,7,
1454,20,,,,no,,15,4,4,
1455,20,,,,yes,RN58,3,FS2.0 ________,"FS2.0
________",
1456,20,,,,yes,RN58,3,FS2.0 ________,"FS2.0
________",
1457,20,,,,no,,18,NO.,NO.,
1458,20,,,,yes,RN6,18,DESCRIPTION DATE,"DESCRIPTION
DATE",
1459,20,,,,no,,1,HSS3X1-1/2X1/4 (HI) HSS12X12X1/2 (LO),"HSS3X1-1/2X1/4 (HI)
HSS12X12X1/2 (LO)",
1460,20,,,,yes,RN28,4,HSS3X1-1/2X1/4,HSS3X1-1/2X1/4,
1461,20,,,,yes,RN28,4,HSS3X1-1/2X1/4,HSS3X1-1/2X1/4,
1462,20,,,,yes,RN28,4,HSS3X1-1/2X1/4,HSS3X1-1/2X1/4,
1463,20,,,,yes,RN28,4,HSS3X1-1/2X1/4,HSS3X1-1/2X1/4,
1464,20,,,,yes,RN61,3,HSS14X4X1/4,HSS14X4X1/4,
1465,20,,,,yes,RN61,3,HSS14X4X1/4,HSS14X4X1/4,
1466,20,,,,no,,3,"26'-0""","26'-0""",
1467,20,,,,yes,RN8,18,SUBMITTAL: REVISION HISTORY,"SUBMITTAL:
REVISION HISTORY",
1468,20,,,,no,,1,5 FS2.0 ________,"5
FS2.0
________",
1469,20,,,,no,,1,FOUNDATION DESIGN,FOUNDATION DESIGN,
1470,20,,,,yes,RN151,2,HSS8X4X1/2 HSS8X4X1/2,"HSS8X4X1/2
HSS8X4X1/2",
1471,20,,,,no,,1,THE CAPACITIES OF THE FOUNDATION ELEMENTS HAVE BEEN DESIGNED BASED UPON THE SOIL DATA PARAMETERS FOR LPILE PROVIDED I...,"THE CAPACITIES OF THE FOUNDATION ELEMENTS HAVE BEEN DESIGNED BASED
UPON THE SOIL DATA PARAMETERS FOR LPILE PROVIDED IN THE GEOTECHNICAL
REPORT.",
1472,20,,,,no,,1,2 2,"2
2",
1473,20,,,,no,,10,6,6,
1474,20,,,,yes,RN141,2,GEOTECHNICAL ENGINEER TBD REPORT NUMBER TBD REPORT DATE TBD,"GEOTECHNICAL ENGINEER
TBD
REPORT NUMBER
TBD
REPORT DATE
TBD",
1475,20,,,,yes,RN58,3,FS2.0 ________,"FS2.0
________",
1476,20,,,,yes,RN147,2,HSS10X10X3/8,HSS10X10X3/8,
1477,20,,,,no,,1,2 FS1.0 ________,"2
FS1.0
________",
1478,20,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
1479,20,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
1480,20,,,,no,,1,"1.5""x22GA. TYPE ""B"" METAL ROOF DECK (GALV.) W/ 36/4/1 DECK ATTACHMENTS","1.5""x22GA. TYPE ""B""
METAL ROOF DECK
(GALV.) W/ 36/4/1 DECK
ATTACHMENTS",
1481,20,,,,yes,RN11,16,240622 08/08/2025,"240622
08/08/2025",
1482,20,,,,no,,1,8 FS2.0 ________,"8
FS2.0
________",
1483,20,,,,no,,6,A,A,
1484,20,,,,no,,6,CS AH CS,"CS
AH
CS",
1485,20,,,,yes,RN13,15,DATE: PROJECT NO: DESIGNED BY: DRAWN BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAWN BY:
APPROVED BY:",
1486,20,,,,yes,RN61,3,HSS14X4X1/4,HSS14X4X1/4,
1487,20,,,,no,,1,"T.O. STEEL 115'-2 3/8""","T.O. STEEL 115'-2 3/8""",
1488,20,,,,no,,1,DOG LEG,DOG LEG,
1489,20,,,,no,,1,"T.O. STEEL 115'-11 7/8""","T.O. STEEL 115'-11 7/8""",
1490,20,,,,no,,19,SCALE:,SCALE:,
1491,20,,,,no,,1,"T.O. STEEL 115'-10 3/8""","T.O. STEEL 115'-10 3/8""",
1492,20,,,,no,,1,"SCALE : 3/8"" = 1'-0"" 1 FUEL CANOPY FRAMING PLAN","SCALE : 3/8"" = 1'-0""
1
FUEL CANOPY FRAMING PLAN",
1493,20,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
1494,20,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
1495,20,,,,yes,RN9,17,DISTRICT 2 - BRYAN COUNTY,DISTRICT 2 - BRYAN COUNTY,
1496,20,,,,yes,RN10,17,"DURANT, OKLAHOMA","DURANT, OKLAHOMA",
1497,20,,,,no,,1,FRAMING PLAN NOTES:,FRAMING PLAN NOTES:,
1498,20,,,,no,,1,"1. STRUCTURAL ELEVATION 100'-0"" EQUALS CIVIL TOP OF PAVING, REFER CIVIL.","1. STRUCTURAL ELEVATION 100'-0"" EQUALS CIVIL
TOP OF PAVING, REFER CIVIL.",
1499,20,,,,no,,1,2. REFER SHEET S1.0 FOR GENERAL NOTES,2. REFER SHEET S1.0 FOR GENERAL NOTES,
1500,20,,,,no,,1,3. ►DENOTES MOMENT CONNECTION.,3. ►DENOTES MOMENT CONNECTION.,
1501,20,,,,no,,1,"4. ALL EXPOSED ENDS OF HSS SHALL BE CAPPED WITH 1/4"" PLATE, U.N.O.","4. ALL EXPOSED ENDS OF HSS SHALL BE CAPPED
WITH 1/4"" PLATE, U.N.O.",
1502,20,,,,no,,1,5. ALL STEEL BEAMS & COLUMNS SHALL BE PAINTED UNLESS GALVANIZED. A REPAIR PAINT SHALL BE APPLIED TO CONNECTIONS AFTER...,"5. ALL STEEL BEAMS & COLUMNS SHALL BE PAINTED
UNLESS GALVANIZED. A REPAIR PAINT SHALL BE
APPLIED TO CONNECTIONS AFTER WELDING
OPERATIONS ARE COMPLETED.",
1503,20,,,,no,,1,6. REFER TO 7/S3.0 FOR TYPICAL DECK ATTACHMENT DETAIL.,"6. REFER TO 7/S3.0 FOR TYPICAL DECK
ATTACHMENT DETAIL.",
1504,20,,,,yes,RN55,3,"FIN. FLR. 100'-0""","FIN. FLR.
100'-0""",
1505,20,,,,yes,RN117,2,8/8/2025 11:53,8/8/2025 11:53,
1506,20,,,,yes,RN7,18,SHEET NAME,SHEET NAME,
1507,20,,,,no,,1,"SCALE : 1/4"" = 1'-0"" 2 FUEL CANOPY ELEVATION","SCALE : 1/4"" = 1'-0""
2
FUEL CANOPY ELEVATION",
1508,20,,,,no,,1,FUEL CANOPY FRAMING,"FUEL CANOPY
FRAMING",
1509,20,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
1510,20,,,,no,,1,SHEET FS1.0,"SHEET
FS1.0",
1511,21,,,,yes,RN12,16,OK CA#: 32  EXP.:,OK CA#: 32  EXP.:,
1512,21,,,,yes,RN23,5,-06-30 WWW.CONNECTCEC.COM,"-06-30
WWW.CONNECTCEC.COM",
1513,21,,,,no,,1,"3/8"" STIFFENER PLATE","3/8"" STIFFENER PLATE",
1514,21,,,,yes,RN26,4,CEC CORPORATION,CEC CORPORATION,
